company_id,company_name,logo_path,origin_country
183,Le Studio Canal+,/eadyph99FClrWlnE0jPniwOcvvw.png,FR
1310,Consolidated Puppets,,US
53282,Harlequin Pictures,,
170,Eve Productions Inc.,,
376,Industry Entertainment Partners,/4TYjUVu74lX3r4ht1ppZxEpj1a4.png,US
11496,Jalem Productions,,US
131126,National Film Studios of Ireland,,
12795,Sofracima,,FR
1751,Sphinx Films,,FR
6881,Parafrance,,
14876,Cobra Film,/SjFtyNL4d3BJEmCJbLm00GWX8F.png,DE
4606,ZDF,/otZHbf1HmzLRQsZFSqJXkf8EHz7.png,DE
16684,Premiere Pictures Corporation,,US
10531,Silver Screen Partners II,,
121836,Pollock Trust Fund,,
121837,Pookie Films,,
10104,New Regency Pictures,/4sGWXoboEkWPphI6es6rTmqkCBh.png,US
1171,Epsilon Motion Pictures,/wp7NwsxxHT8sqPaek6SlxnXlkP4.png,CH
28320,Rocket Pictures,/5UPGj1MwzrtxclRGTfeiQ1J0zVk.png,GB
2844,Prospero Pictures,/80lJ1OQzjWXI99Hj1VgUO3vu2qi.png,CA
152,Icon Productions,/rC2pFo4IBQVSVZvucDLwMRvZHfi.png,US
6026,5060 Productions,,
1931,Filmové studio Barrandov,/5erHhgvym2cTORao8ajtn2gbiTH.png,XC
97429,Sombrero & Company,,
76057,Arista Films,,
46296,Prisma Film,,AT
276995,Hermano Films,,
307,IFC FIlms,/gUi3pAUznQJpR296lw4mSVbB7zx.png,US
287886,Kosmokrator Sinema,,
287887,iD FILMS,,
21438,Nightfall Productions,,
15822,Trancas International Films,/fNHvjC0DGO46kz7GFYRoWo91lcY.png,US
6231,London-Cannon Films,,GB
32838,Andor Films,,
8441,Jack H. Harris Enterprises,,
18775,Belford Productions,,
124448,CBS Entertainment Productions,,US
155884,Divine Trash,,
155885,Stratosphere,,
35,Lions Gate Films,/wxrHa3nZ1K4zo65p56991INkGo6.png,US
36213,UGCF,,
461,Les Films Christian Fechner,/reM5HtbhqjZnefmDSToF0zT0zd7.png,FR
23446,Sofica Sofinergie 5,,
11994,Ultra Film,,IT
145765,Winwood Company,,US
3431,Lifetime,/6LVLYfZAEQfhJey0MGvhFXdDEK1.png,US
97374,Oilrag Productions,,
418,New South Wales Film & Television Office,,AU
1380,Australian Film Finance Corporation,/y4JH9ncZJAFJGYWK84k1dmXnsw0.png,AU
8298,Warner Bros. Cartoons,/r6cuEYq7DqrHCNVa7vSanTS0cuw.png,US
3797,Apple Corps,/pG2RaiOwELHvPJnjrPUbwzkTTxc.png,GB
100069,ABKCO Films,/xxk7P6xZKsjd7cV5S7CwJhU2OMW.png,US
1195,Omega Project,,JP
207,Agat Films & Cie / Ex Nihilo,/uskenzq65wJe0cT0D8StQI3hJnO.png,FR
92629,Forum Films,/k3vwhBtfocZgg4SilE4rNJDTUUe.png,CA
89407,Remstar Films,,CA
24898,Apostolof Film Productions,,US
18,Gracie Films,/uqhagSwM7NAkQWVCQhKTyoqF8XH.png,US
112404,Spark Productions,,
132414,Ten Ninety One,,
26512,Silver Shadow Pictures,,
93444,Studio Warm Jets,,
46631,New Paradigm Films,,
91005,Lyrick Studios,/afbW1vo1ogoOW0U1LHhIDoxMWVO.png,
164886,Lyons Partnership L.P.,,
14959,Acre Enterprises,,
137794,Sajo,,
12076,Daniel H. Blatt Productions,,US
12077,Viacom Productions,/s6p5INYKlo6gD6RFXlm9ACA2VVj.png,US
97817,Cooperativa Autori Attori Tecnici Associati (AATA),,
5296,Hugo Haas Productions,,
52618,Artists Independent Productions,,
23164,EFD Films,/mScLdXKEvqQub5BJo1e6RRlRVpn.png,GB
1477,Franco London Films,,FR
47462,África Filmes,,BR
32795,Filmes do Caixote,,BR
10023,Dezenove Som e Imagem,/kCtQcDiBR1PlWpxy0ogCS9GVqLD.png,BR
26927,i5 Films,,
139072,Park Place Ent.,,
179324,Paradise Pictures Corp.,,
7819,Lotte Entertainment,/ghFZAt4edln0M7BzDExyYMzUGX1.png,KR
140462,Ahnsworld,,KR
5748,Mirovision,/iZWfFS2Hj90p2aQUhvS6OPDeMDk.png,KR
92902,Wolfe Video,/yMYjJriIqbyNtk9dNfBmpgitBle.png,US
2185,National Cinematografica,,IT
3464,Madhouse,/9k0nr75nwnNeT2MHerf1OXJN0hj.png,JP
146598,World Wrestling Entertainment (WWE),/6B6g6PR19RWX4UVi8Q46lZbwb2L.png,US
22457,Alan C. Margolin - Joel M. Reed Productions,,
29406,Roxanne Company,,
88161,Cinerama Releasing Corporation,,
47309,Lightworks Audio and Video,/wi1T1snBsH6bPiRSTHdG0DZ8ukR.png,US
142512,UFO TV,,
66728,Rajshri Productions,/gERNfQRaOHV7Or5RaJTGiBFHdC1.png,IN
121175,Arktos,,
13378,Audio Visual Enterprises,,
136573,Lumad,,
18394,MEGA TV,/doBGfJ7G1eTfqKKkZcwGHkuh4VI.png,GR
5827,Nova,,GR
3906,American Playhouse,/iSK5VQnKq7ZZKI3ge9K1DySvJYm.png,US
107094,Companion Productions,,
798,The Samuel Goldwyn Company,/nQgX1MOLySgug7FDONdIkht3xob.png,US
13969,Globo Filmes,/bEpiJ2zXGIH70JT16asjWNFtOEv.png,BR
2429,Conspiração Filmes,/s0p6DEF7H9yooJFjKhN4lFpTiVk.png,BR
7765,TeleImage,/kyZyb7enWovBqmhIZNbseIT9GZI.png,BR
4051,Warner Bros.-Seven Arts,/cr7fvW3IZ1xQmlHTk0CHqoa038b.png,US
80255,Divali Films,,
8997,SBS Productions,/79j5EijIG8NrRg5ibLtdooXTsiu.png,FR
1174,Delphi V,,US
11787,Po' Boy Productions,,
10930,Bagdasarian Productions,/gTl5zq214ifd2qW7sp7to0aHS6C.png,US
444,Dune Entertainment,,US
4114,Lone Star,,US
64740,Mongrel Media,/N9CoGbHpYbA93wogwbKGN3MhDh.png,CA
5486,Darius Films,/gDkL1DKC1IaXToq7APrT8vBXK4y.png,CA
137289,Newfound Films Inc.,,CA
13947,Benmar Productions,,GB
7729,Granada Films,,ES
7234,Outpost Pictures,,
45597,AK Entertainments,/cikGdkHOmFTXgi95V1yx8EIoZyi.png,IN
47791,Studio Hamburg Enterprises,,DE
21978,Gorky Film Studios,/3EP1gJYMGlEt7j17naPMg5e2LH2.png,SU
6332,Dune Entertainment III,,US
214742,Emmett/Furla Films,/7rlv0Vg2bIdI0EPlUO1z5VpxsKP.png,US
17538,MovieMakers,/jj2wM3UJIcKjDLlfahYnG8qLl8V.png,SE
6431,Northern Lights,,NO
36899,Connexion Film,,DE
102878,"Focus Film (H.K.) Co., Ltd.",,
5351,Acne,,SE
1369,Full Moon Pictures,,US
113255,film-m studio,/o6cnKnUxR15jYg1DERL49S1Jae1.png,RU
2577,Studio 37,/QZ4zbeJ0sULzGNJvfukrzgx4d8.png,FR
6921,Memento Films Distribution,,
6922,Cinemao,,
6923,Montparnasse Productions,,FR
6924,Kino Factory,,
85499,Colordance Pictures,/jfISD8VyQpKuX1OTyqrtNIPwO9y.png,
125289,Fantawild Pictures,,
4852,Mystique Films,,US
538,EMI Films,/oGpxL5lFf8VpWsAQ6tut0on25LW.png,GB
137800,Solofilm,,
212833,Associated Film Distribution,/yeAjxb0S7SCLwWHnkadC1JSrRmn.png,US
56448,Cirque du Soleil Images,,CA
40414,Motion International,,
39016,Alan Sacks Productions,/5finVI75wuXGqHLvu2nVgyMIu95.png,US
670,Walt Disney Television,/rRGi5UkwvdOPSfr5Xf42RZUsYgd.png,US
199551,Coin Flip Productions,,CA
240533,Disney Channel,/9AxUB1RdRnm0r5ki8Thb69Jo9Ma.png,US
8548,Paradise Production Center,,RU
80711,3ality Digital Entertainment,,
15237,Media Blasters,,JP
8642,Zomba Video,,
6805,Epix,/4774MDXAu1vsapNyTv1LK3S5Ww1.png,US
16049,Wall to Wall,/2hb0R2GJ6BvgwmyqO7fIgtjsakt.png,GB
21640,Produzioni De Laurentiis - International Manufacturing Company,,IT
40423,Sunday Productions,,
40424,Goatworks Films,,US
40425,Ocelot Films Inc.,,US
36419,Cifesa,/4GXOhrPPYGiFO1Prwd82pwIrgDc.png,ES
7918,Mandeville,,
7919,Sheldon Reynolds Productions,,
14950,B.P. Schulberg Productions,,
8813,Videocraft International,/dPgnWLcXYwGW6Tv3xAqrI9BS2J.png,US
419,Embassy Pictures Corporation,,US
706,Sputnik,/sFx1ev5v65J38r3JyHkkHtXrOrI.png,FI
140,Pandora Film,/ooz5b0ov3PLfBoOJyMmdoffVuHs.png,DE
206986,Crotale,,US
2260,Les Films Marceau,,FR
641,Titanus,/w8flpSJntsxVCMkIU1qeg1kJcJh.png,IT
143912,Produzione Cinematografica F.I.D.E.S.,,
22384,Rolling M. Productions,,
6333,Vanguard Cinema,,US
105818,Cardigan Road Productions,,
82,Renn Productions,,FR
1363,Haft Entertainment,,US
1364,St. Nick Productions,,
13309,Jack Rollins & Charles H. Joffe Productions,,US
49701,Borough Park Productions,,
15548,Berolina-Film,,DE
4294,Merry Film,,DK
168432,Casablanca 80,,
42882,on-Q 28 Productions,,
16270,Kulturtuben,/4JfRxyZFEkm7oLqH2rljUtWOyBZ.png,SE
13671,ABC Motion Pictures,,US
7353,Gateway Films,/yV5sxmYy4nBptmedJbsUKpr6W4M.png,
4079,Angel Productions,,GB
29566,Atresmedia,/wHbtRtUnXGNzX0riQIpq1fcgueq.png,ES
4169,KanZaman Productions,,ES
33558,Dreamfactory,,
25323,Amber Pictures,,GB
160289,Gifted Men Productions,,
160290,Sony Pictures Studios,,
263822,M.D.M. Production,,CZ
126221,Excalibur Films,,GB
3044,fridthjof film,,
208,Bac Films,/bxQYlRhQu6nbohBEL0SWz8xIAGy.png,FR
83123,Dan Valley Film,,CH
346,VideoFilmes,/ymwuRMQkrQojx55MeMO861Rdecz.png,BR
8181,BS24,,
7339,Hyperion Pictures,/zexXjo8l4IywMK3dKWN91M3Zd6k.png,US
